household_code,id_member,interview_datetime,cashflow_date,account_name,root_category,cf_category,cf_type,cf_direction,cf_bsheet_direction,agrprodtype,value,cashflow_mode,unitsgoodservice,valueifinkind
MONKJ50,234,7/30/2014 14:20:00,7/30/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,15,\N,,
MONKJ50,231,4/28/2015 8:00:00,4/16/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,150,01=Cash,,
MONKJ50,231,8/27/2014 11:59:00,8/16/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,90,01=Cash,,
MONKJ50,231,4/13/2015 12:09:00,4/9/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,10,01=Cash,,
MONKJ50,234,11/3/2014 13:08:00,10/17/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ50,231,12/7/2014 11:45:00,12/7/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,150,\N,,
MONKJ50,231,2/10/2015 14:00:00,2/2/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,30,01=Cash,,
MONKJ50,231,4/28/2015 8:00:00,4/25/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ50,231,9/30/2014 9:38:00,9/13/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,15,01=Cash,,
MONKJ50,231,2/10/2015 14:00:00,2/3/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ50,234,1/13/2015 10:00:00,12/15/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,125,01=Cash,,
MONKJ50,231,10/14/2014 12:44:00,10/13/2014,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ50,233,5/11/2015 7:50:00,4/30/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,50,01=Cash,,
MONKJ50,234,9/30/2014 9:38:00,9/18/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,45,01=Cash,,
MONKJ50,234,5/11/2015 7:50:00,5/6/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,60,01=Cash,,
MONKJ50,231,4/13/2015 12:09:00,4/12/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,10,01=Cash,,
MONKJ50,236,5/11/2015 7:50:00,4/30/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,10,01=Cash,,
MONKJ50,231,10/14/2014 12:44:00,10/2/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,50,01=Cash,,
MONKJ50,234,12/7/2014 11:45:00,11/24/2014,AGRI01,Operational Income,Agricultural Income,2. Labour (workers on fields),Out,,06=Rice,100,01=Cash,,
MONKJ50,234,8/13/2014 11:45:00,8/8/2014,AGRI02,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,03=Beans or grams,20,01=Cash,,
MONKJ50,234,4/13/2015 12:09:00,4/4/2015,AGRI04,Operational Income,Agricultural Income,1. Agricultural Revenues (Sales),In,,12= Peanut,100,01=Cash,,
MONKJ50,231,3/16/2015 10:00:00,3/10/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,180,01=Cash,,
MONKJ50,231,9/30/2014 9:38:00,9/10/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,160,01=Cash,,
MONKJ50,231,1/13/2015 10:00:00,12/8/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,180,01=Cash,,
MONKJ50,231,11/17/2014 11:03:00,11/4/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,200,01=Cash,,
MONKJ50,231,7/30/2014 14:20:00,7/25/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,60,01=Cash,,
MONKJ50,231,3/2/2015 13:00:00,2/7/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,200,01=Cash,,
MONKJ50,231,11/3/2014 13:08:00,10/14/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,240,01=Cash,,
MONKJ50,231,1/27/2015 15:00:00,1/17/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,175,01=Cash,,
MONKJ50,231,4/28/2015 8:00:00,4/16/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,230,01=Cash,,
MONKJ50,231,1/13/2015 10:00:00,12/27/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,175,01=Cash,,
MONKJ50,231,4/13/2015 12:09:00,4/6/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,180,01=Cash,,
MONKJ50,231,6/19/2015 13:00:00,6/11/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,200,01=Cash,,
MONKJ50,,6/19/2015 13:00:00,5/30/2015,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,250,01=Cash,,
MONKJ50,231,12/7/2014 11:45:00,11/17/2014,CI01,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,120,02=Cheque or money order,,
MONKJ50,231,8/27/2014 11:59:00,8/26/2014,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,50,01=Cash,,
MONKJ50,231,3/30/2015 9:00:00,3/18/2015,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,150,01=Cash,,
MONKJ50,231,9/10/2014 11:00:00,9/5/2014,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,50,01=Cash,,
MONKJ50,231,2/10/2015 14:00:00,2/8/2015,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,100,01=Cash,,
MONKJ50,231,5/25/2015 10:00:00,5/12/2015,CI02,Operational Income,Casual employment,"1. Income, wages, tips, comissions",In,,,50,01=Cash,,
MONKJ50,,8/27/2014 11:59:00,8/26/2014,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ50,,4/28/2015 8:00:00,4/21/2015,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ50,,12/7/2014 11:45:00,12/3/2014,OI01,Operational Income,Other income generating activity,1. Income,In,,,500,01=Cash,,
MONKJ50,231,8/27/2014 11:59:00,8/26/2014,OOB01,Financial,Friends and Family: Borrowing,1. Starting balance (today),,Increase,,100,01=Cash,,
MONKJ50,231,6/19/2015 13:00:00,6/19/2015,OOB01,Financial,Friends and Family: Borrowing,7. Closing Balance--End of last DQ,,,,100,16=CLOSING BALANCE,,
MONKJ50,231,12/7/2014 11:45:00,12/5/2014,OOB01,Financial,Friends and Family: Borrowing,3. Payments,Out,Decrease,,100,01=Cash,,
MONKJ50,231,2/10/2015 14:00:00,1/29/2015,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,200,01=Cash,,
MONKJ50,231,12/7/2014 11:45:00,11/21/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,160,01=Cash,,
MONKJ50,231,10/14/2014 12:44:00,9/30/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,200,01=Cash,,
MONKJ50,231,11/3/2014 13:08:00,10/15/2014,SEI01,Operational Income,Self-employment,1. Revenue or Sales,In,,,200,01=Cash,,
MONKJ50,231,3/16/2015 10:00:00,3/14/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,20,01=Cash,,
MONKJ50,231,7/2/2014 11:05:00,7/2/2014,SIH01,Financial,Keeping Money (Cash) at Home,1. Starting balance (today),,Increase,,150,15=STARTING BALANCE,,
MONKJ50,231,10/14/2014 12:44:00,10/13/2014,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,150,01=Cash,,
MONKJ50,231,9/10/2014 11:00:00,8/30/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,150,01=Cash,,
MONKJ50,231,12/7/2014 11:45:00,12/3/2014,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,150,01=Cash,,
MONKJ50,231,7/17/2014 11:07:00,7/6/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,150,01=Cash,,
MONKJ50,231,3/30/2015 9:00:00,3/30/2015,SIH01,Financial,Keeping Money (Cash) at Home,1. Starting balance (today),,Increase,,50,15=STARTING BALANCE,,
MONKJ50,231,4/13/2015 12:09:00,4/4/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,50,01=Cash,,
MONKJ50,231,6/19/2015 13:00:00,6/13/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,50,16=CLOSING BALANCE,,
MONKJ50,231,7/30/2014 14:20:00,7/26/2014,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,150,01=Cash,,
MONKJ50,231,11/17/2014 11:03:00,11/14/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,150,01=Cash,,
MONKJ50,231,3/2/2015 13:00:00,3/2/2015,SIH01,Financial,Keeping Money (Cash) at Home,1. Starting balance (today),,Increase,,0,15=STARTING BALANCE,,
MONKJ50,231,4/28/2015 8:00:00,4/22/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,80,01=Cash,,
MONKJ50,231,2/10/2015 14:00:00,2/8/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,100,15=STARTING BALANCE,,
MONKJ50,231,3/16/2015 10:00:00,3/13/2015,SIH01,Financial,Keeping Money (Cash) at Home,2. Deposits,Out,Increase,,30,01=Cash,,
MONKJ50,231,5/11/2015 7:50:00,5/8/2015,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,100,01=Cash,,
MONKJ50,231,12/7/2014 11:45:00,12/5/2014,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,100,01=Cash,,
MONKJ50,231,6/19/2015 13:00:00,6/19/2015,SIH01,Financial,Keeping Money (Cash) at Home,5. Closing Balance--End of last DQ,,,,130,16=CLOSING BALANCE,,
MONKJ50,231,2/10/2015 14:00:00,2/9/2015,SIH01,Financial,Keeping Money (Cash) at Home,3. Withdrawals,In,Decrease,,150,01=Cash,,
MONKJ51,237,7/22/2014 13:54:00,7/18/2014,,Physical Asset,"Building materials (bricks, cement, roofing sheets)",1. Purchase,Out,Increase,,10,01=Cash,,
MONKJ51,237,7/22/2014 13:54:00,7/17/2014,,Physical Asset,Dining room and kitchen furniture,1. Purchase,Out,Increase,,15,01=Cash,,
MONKJ51,239,3/19/2015 14:00:00,3/14/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,15,01=Cash,,
MONKJ51,239,1/29/2015 12:50:00,1/24/2015,,Operational Expenses,Building labor,Purchases,Out,,,100,01=Cash,,
MONKJ51,239,12/8/2014 8:14:00,12/8/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,80,\N,,
MONKJ51,240,3/5/2015 13:00:00,2/26/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,50,01=Cash,,
MONKJ51,238,12/8/2014 8:14:00,12/5/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,45,01=Cash,,
MONKJ51,239,3/19/2015 14:00:00,3/16/2015,,Operational Expenses,Batteries,Purchases,Out,,,15,01=Cash,,
MONKJ51,238,9/8/2014 10:39:00,8/30/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,25,01=Cash,,
MONKJ51,237,11/17/2014 10:00:00,11/7/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,45,01=Cash,,
MONKJ51,237,3/19/2015 14:00:00,3/12/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,33,01=Cash,,
MONKJ51,239,11/3/2014 13:24:00,11/3/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,100,\N,,
MONKJ51,237,9/8/2014 10:39:00,9/8/2014,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,20,\N,,
MONKJ51,240,10/7/2014 9:24:00,9/28/2014,,Operational Expenses,Diapers and other baby supplies,Purchases,Out,,,15,01=Cash,,
MONKJ51,239,7/22/2014 13:54:00,7/18/2014,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,75,01=Cash,,
MONKJ51,239,5/18/2015 13:12:00,5/10/2015,,Operational Expenses,"Accessories: bags, belts, jewelry",Purchases,Out,,,70,01=Cash,,
MONKJ51,237,6/17/2015 9:25:00,6/10/2015,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ51,239,3/5/2015 13:00:00,3/1/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,15,01=Cash,,
MONKJ51,237,7/22/2014 13:54:00,7/15/2014,,Operational Expenses,Medicines,Purchases,Out,,,10,01=Cash,,
MONKJ51,239,4/2/2015 14:00:00,3/31/2015,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,20,01=Cash,,
MONKJ51,237,5/18/2015 13:12:00,5/12/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ51,237,6/3/2015 9:00:00,5/28/2015,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ51,239,4/2/2015 14:00:00,3/27/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,25,01=Cash,,
MONKJ51,237,9/23/2014 13:55:00,9/14/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,20,01=Cash,,
MONKJ51,238,6/3/2015 9:00:00,5/28/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,25,01=Cash,,
MONKJ51,237,11/17/2014 10:00:00,11/3/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,80,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/6/2015,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,12,01=Cash,,
MONKJ51,240,6/3/2015 9:00:00,5/28/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,35,01=Cash,,
MONKJ51,239,11/3/2014 13:24:00,10/9/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,30,01=Cash,,
MONKJ51,239,8/25/2014 9:45:00,8/18/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,70,01=Cash,,
MONKJ51,239,9/8/2014 10:39:00,8/27/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,25,01=Cash,,
MONKJ51,237,2/12/2015 10:00:00,2/4/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,18,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/8/2015,,Operational Expenses,Matches,Purchases,Out,,,5,01=Cash,,
MONKJ51,237,5/18/2015 13:12:00,5/10/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,150,01=Cash,,
MONKJ51,237,4/2/2015 14:00:00,3/30/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,100,01=Cash,,
MONKJ51,237,11/17/2014 10:00:00,11/16/2014,,Physical Asset,"Blankets, sheets, and other linens",1. Purchase,Out,Increase,,130,01=Cash,,
MONKJ51,239,11/3/2014 13:24:00,10/18/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,15,01=Cash,,
MONKJ51,239,4/2/2015 14:00:00,3/26/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ51,237,6/3/2015 9:00:00,5/28/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,135,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/16/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ51,238,7/22/2014 13:54:00,7/20/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,25,01=Cash,,
MONKJ51,239,3/19/2015 14:00:00,3/11/2015,,Operational Expenses,Matches,Purchases,Out,,,5,01=Cash,,
MONKJ51,239,11/3/2014 13:24:00,10/10/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,25,01=Cash,,
MONKJ51,238,11/17/2014 10:00:00,11/14/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,20,01=Cash,,
MONKJ51,239,1/15/2015 9:00:00,12/24/2014,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,15,01=Cash,,
MONKJ51,240,5/4/2015 13:00:00,4/30/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,35,01=Cash,,
MONKJ51,237,12/8/2014 8:14:00,11/28/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,75,01=Cash,,
MONKJ51,237,6/17/2015 9:25:00,6/13/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,40,01=Cash,,
MONKJ51,237,3/5/2015 13:00:00,2/18/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,28,01=Cash,,
MONKJ51,238,4/16/2015 8:00:00,4/8/2015,,Operational Expenses,"Medical services (clinics, hospitals, dispensaries)",Payments,Out,,,16,01=Cash,,
MONKJ51,237,9/8/2014 10:39:00,9/5/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,20,01=Cash,,
MONKJ51,237,7/22/2014 13:54:00,7/17/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ51,238,5/4/2015 13:00:00,4/30/2015,,Operational Expenses,Clothes and shoes,Purchases,Out,,,45,01=Cash,,
MONKJ51,240,3/19/2015 14:00:00,3/16/2015,,Operational Expenses,Diapers and other baby supplies,Purchases,Out,,,15,01=Cash,,
MONKJ51,239,8/25/2014 9:45:00,8/18/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,100,01=Cash,,
MONKJ51,237,4/2/2015 14:00:00,3/20/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ51,237,3/5/2015 13:00:00,2/21/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,20,01=Cash,,
MONKJ51,239,6/17/2015 9:25:00,6/14/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,35,01=Cash,,
MONKJ51,239,9/23/2014 13:55:00,9/11/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,100,01=Cash,,
MONKJ51,239,8/25/2014 9:45:00,8/24/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,30,01=Cash,,
MONKJ51,239,11/17/2014 10:00:00,11/13/2014,,Operational Expenses,Building labor,Purchases,Out,,,125,01=Cash,,
MONKJ51,239,10/7/2014 9:24:00,9/30/2014,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,20,01=Cash,,
MONKJ51,237,5/4/2015 13:00:00,5/1/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,60,01=Cash,,
MONKJ51,239,6/3/2015 9:00:00,5/27/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,20,01=Cash,,
MONKJ51,239,12/8/2014 8:14:00,11/30/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,20,01=Cash,,
MONKJ51,239,12/8/2014 8:14:00,12/4/2014,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,20,01=Cash,,
MONKJ51,237,2/12/2015 10:00:00,2/11/2015,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,25,01=Cash,,
MONKJ51,237,6/17/2015 9:25:00,6/12/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ51,237,4/2/2015 14:00:00,3/21/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,30,01=Cash,,
MONKJ51,239,1/15/2015 9:00:00,1/14/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,35,01=Cash,,
MONKJ51,238,8/25/2014 9:45:00,8/13/2014,,Operational Expenses,"Medical services (clinics, hospitals, dispensaries)",Payments,Out,,,20,01=Cash,,
MONKJ51,240,11/3/2014 13:24:00,10/23/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,20,01=Cash,,
MONKJ51,237,4/2/2015 14:00:00,3/30/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,15,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/4/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,25,01=Cash,,
MONKJ51,239,5/4/2015 13:00:00,4/26/2015,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,20,01=Cash,,
MONKJ51,239,1/15/2015 9:00:00,12/25/2014,,Operational Expenses,Alcohol purchased (either in home or at pub),Purchases,Out,,,25,01=Cash,,
MONKJ51,237,5/18/2015 13:12:00,5/17/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,10,01=Cash,,
MONKJ51,239,3/5/2015 13:00:00,2/22/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,25,01=Cash,,
MONKJ51,240,12/8/2014 8:14:00,12/4/2014,,Operational Expenses,Medicines,Purchases,Out,,,10,01=Cash,,
MONKJ51,240,12/8/2014 8:14:00,12/3/2014,,Operational Expenses,"Medical services (clinics, hospitals, dispensaries)",Payments,Out,,,5,01=Cash,,
MONKJ51,239,5/18/2015 13:12:00,5/9/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,130,01=Cash,,
MONKJ51,237,3/5/2015 13:00:00,2/14/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,60,01=Cash,,
MONKJ51,237,3/5/2015 13:00:00,2/22/2015,,Operational Expenses,"Donations to a house of worship, or to a charity",Payments,Out,,,7,01=Cash,,
MONKJ51,237,5/4/2015 13:00:00,5/3/2015,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ51,237,6/17/2015 9:25:00,6/12/2015,,Operational Expenses,"Donations to a house of worship, or to a charity",Payments,Out,,,10,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/13/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ51,239,6/17/2015 9:25:00,6/16/2015,,Physical Asset,Bed Nets,1. Purchase,Out,Increase,,100,01=Cash,,
MONKJ51,237,5/18/2015 13:12:00,5/17/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,20,01=Cash,,
MONKJ51,239,10/7/2014 9:24:00,9/28/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,80,01=Cash,,
MONKJ51,239,3/19/2015 14:00:00,3/19/2015,,Cash,Cash on hand now,Cash on hand now (end of period),Out,,,50,\N,,
MONKJ51,239,1/15/2015 9:00:00,12/23/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,65,01=Cash,,
MONKJ51,239,8/5/2014 10:11:00,7/27/2014,,Physical Asset,Local cows,2. Sale,In,Decrease,,10000,01=Cash,,
MONKJ51,237,7/22/2014 13:54:00,7/18/2014,,Operational Expenses,"Rickshaws, buses, other public transport",Payments,Out,,,50,01=Cash,,
MONKJ51,237,9/8/2014 10:39:00,8/29/2014,,Operational Expenses,Medicines,Purchases,Out,,,25,01=Cash,,
MONKJ51,237,1/29/2015 12:50:00,1/17/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,18,01=Cash,,
MONKJ51,240,2/12/2015 10:00:00,12/4/2014,,Operational Expenses,"Medical services (clinics, hospitals, dispensaries)",Payments,Out,,,9,01=Cash,,
MONKJ51,239,7/22/2014 13:54:00,7/21/2014,,Cash,"Cash lost , stolen, missing","Cash lost, stolen, or otherwise missing",Out,,,15,\N,,
MONKJ51,237,2/12/2015 10:00:00,2/11/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,15,01=Cash,,
MONKJ51,237,2/12/2015 10:00:00,2/7/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,28,01=Cash,,
MONKJ51,239,1/29/2015 12:50:00,1/19/2015,,Operational Expenses,"Electricity, phone charging",Payments,Out,,,15,01=Cash,,
MONKJ51,239,3/19/2015 14:00:00,3/15/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,25,01=Cash,,
MONKJ51,239,4/16/2015 8:00:00,4/10/2015,,Cash,"Cash lost , stolen, missing","Cash lost, stolen, or otherwise missing",Out,,,100,\N,,
MONKJ51,237,12/8/2014 8:14:00,12/5/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,170,01=Cash,,
MONKJ51,237,4/16/2015 8:00:00,4/10/2015,,Operational Expenses,"Soap, laundry soap, dish soap",Payments,Out,,,8,01=Cash,,
MONKJ51,239,8/25/2014 9:45:00,8/21/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,40,01=Cash,,
MONKJ51,237,12/8/2014 8:14:00,11/17/2014,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,25,01=Cash,,
MONKJ51,237,1/29/2015 12:50:00,1/26/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,50,01=Cash,,
MONKJ51,239,10/7/2014 9:24:00,10/3/2014,,Operational Expenses,Cigarettes and smoking supplies,Purchases,Out,,,5,01=Cash,,
MONKJ51,238,1/15/2015 9:00:00,12/17/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,80,01=Cash,,
MONKJ51,239,3/5/2015 13:00:00,2/20/2015,,Operational Expenses,"Personal care services (saloon, hair, barber, etc.)",Payments,Out,,,15,01=Cash,,
MONKJ51,237,11/3/2014 13:24:00,10/27/2014,,Operational Expenses,Clothes and shoes,Purchases,Out,,,50,01=Cash,,
MONKJ51,237,3/5/2015 13:00:00,2/24/2015,,Operational Expenses,Groceries/food to be eaten at home (include baby food),Purchases,Out,,,30,01=Cash,,
MONKJ51,239,3/5/2015 13:00:00,3/2/2015,,Operational Expenses,Batteries,Purchases,Out,,,20,01=Cash,,
MONKJ51,237,1/29/2015 12:50:00,1/23/2015,,Operational Expenses,"Medical services (clinics, hospitals, dispensaries)",Payments,Out,,,14,01=Cash,,
MONKJ51,239,9/23/2014 13:55:00,9/9/2014,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,30,01=Cash,,
MONKJ51,239,6/3/2015 9:00:00,5/30/2015,,Operational Expenses,"Vehicle, bicycle, rickshaw maintenance and repairs",Payments,Out,,,15,01=Cash,,
MONKJ51,237,9/23/2014 13:55:00,9/15/2014,,Operational Expenses,"Food from restaurants, take aways, delivery, street food",Purchases,Out,,,25,01=Cash,,
